↑  Dept,Division,Course,Last Name,First Name,Term,Year,Item 11. I found the course intellectually stimulating.,Item 22. The course provided me with a deeper understanding of the subject matter.,Item 33. The instructor created a course atmosphere that was conducive to my learning.,"Item 44. Course projects, assignments, tests and/or exams improved my understanding of the course material.","Item 55. Course projects, assignments, tests and/or exams provided opportunity for me to demonstrate an understanding of the course material.","Item 66. Overall, the quality of my learning experience in this course was:",Instructor generated enthusiasm,Course Workload,I would recommend this course,Number of Students Invited,Number of Respondents
ENG,ARTSC,Adv Studies Group 2 ENG424H1-F-LEC0101,Baker,Deirdre,Fall,2014,3.7,3.6,3.8,4,4.2,3.3,3.9,4.2,3.5,25,11
ENG,ARTSC,Adv Studies Group 2 ENG424H1-F-LEC5101,Lesk,Andrew,Fall,2014,4.6,4.6,4.5,4.6,4.6,4.6,4.6,3.1,4.9,23,8
ENG,ARTSC,Adv Studies Group 2 ENG425H1-F-LEC5101,Leow,Joanne,Fall,2014,4,3.8,4.1,3.6,4,3.9,4.3,3.3,3.4,18,8
ENG,ARTSC,Adv Studies Group 3 ENG434H1-F-LEC0101,Eastwood,Alexander,Fall,2014,4.4,4.5,4.5,4.4,4.1,4,4.6,3,4.4,23,10
ENG,ARTSC,Adv Studies Group 3 ENG435H1-F-LEC5101,Li,Victor,Fall,2014,4.7,4.8,4.5,4.7,4.7,4.2,4.2,2.7,4.5,20,6
ENG,ARTSC,Adv Studies Group 4 ENG444H1-F-LEC0101,Percy,Carol,Fall,2014,4,4.5,4.7,4.4,4.4,4.3,4.8,3.3,4.5,23,12
ENG,ARTSC,Adv Studies Group 4 ENG444H1-F-LEC0201,Grandison,Julia,Fall,2014,4.3,4.6,4.8,4.4,4.4,4.4,4.5,3.4,4.3,19,14
ENG,ARTSC,Adv Studies Group 4 ENG444H1-F-LEC0301,Robins,William,Fall,2014,4.4,4.2,4.7,3.9,3.6,4.3,4.6,3.1,4.2,15,10
ENG,ARTSC,Adv Studies Group 4 ENG445H1-F-LEC0101,Sergi,Matthew,Fall,2014,4.7,4.9,4.9,4.5,4.4,4.9,5,3.5,4.8,20,13
ENG,ARTSC,Adv Studies Group 4 ENG445H1-F-LEC0201,Warley,Christopher,Fall,2014,4.6,4.6,4.6,4.6,4.6,4.6,4.7,3.4,4.5,21,14
ENG,ARTSC,Adv Studies Group 5 ENG454H1-F-LEC0101,Li,Hao,Fall,2014,4.7,4.6,4.6,4.6,4.6,4.6,4.9,3,4.7,17,7
ENG,ARTSC,Adv Studies Group 5 ENG455H1-F-LEC0101,Weisman,Karen,Fall,2014,4.9,4.9,4.9,4.5,4.8,4.6,4.8,3,4.8,18,8
ENG,ARTSC,Women Writers1660-1800 ENG307H1-S-LEC0101,Risling,Matthew,Summer,2015,3.3,3.4,3.8,3.6,3.9,3.1,3.8,3.6,3.1,17,8
ENG,ARTSC,The Digital Text ENG287H1-F-LEC5101,Piotrowski,Erin,Summer,2015,4.2,4.5,4.8,4.5,4.7,4.3,4.9,2.9,4.4,46,17
ENG,ARTSC,The Graphic Novel ENG235H1-F-LEC0101,Lesk,Andrew,Summer,2015,3.3,3.6,3.2,3.2,3.3,3.2,3.8,2.8,3.4,79,20
ENG,ARTSC,The Short Story ENG213H1-F-LEC5101,Donnelly,Michael,Summer,2015,3.9,4.2,4.4,4,4.1,4,4.4,2.9,4.2,82,46
ENG-ARTSC,ARTSC,Intro to British Literature II ENG203H1-F-LEC0101,Uphaus,Maxwell,Fall,2018,4,4,3.8,4.1,4.1,3.7,4.2,3.2,3.7,90,49
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG484H1-F-LEC0101,Suzack,Cheryl,Fall,2018,4.8,5,4.7,4.8,4.8,4.5,5,4.3,4.7,12,6
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG483H1-F-LEC0201,Weisman,Karen,Fall,2018,4.2,4,4,4,4,3.8,3.6,3.6,3.4,18,5
ENG-ARTSC,ARTSC,Intro to Canadian Literature ENG252H1-F-LEC0201,Aguila-Way,Tania,Fall,2018,3.5,3.8,3.5,3.5,3.9,3.3,3.4,3.2,3.2,87,55
ENG-ARTSC,ARTSC,Contemp Brit Fict ENG329H1-F-LEC5101,Salih,Sara,Fall,2018,3.1,3.4,2.5,2.5,2.8,2.4,2.6,3.4,2.2,36,13
ENG-ARTSC,ARTSC,Modern Drama ENG340H1-F-LEC0101,Sheppard,Philippa,Fall,2018,4.6,4.7,4.8,4.6,4.6,4.6,4.8,3.1,4.6,44,22
ENG-ARTSC,ARTSC,Medieval Drama ENG330H1-F-LEC0101,Sergi,Matthew,Fall,2018,4.6,4.6,4.6,4.6,4.6,4.4,4.9,3.8,4.4,42,18
ENG-ARTSC,ARTSC,Writing About Literature ENG281H1-F-LEC0101,Sergi,Matthew,Fall,2018,4.6,4.6,5,4.2,4.2,4.5,5,3.1,4.7,47,23
ENG-ARTSC,ARTSC,Austen & Contemp ENG323H1-F-LEC5101,Keymer,Thomas,Fall,2018,4.4,4.5,4.6,4.7,4.5,4.2,4.5,3.2,4.3,41,20
ENG-ARTSC,ARTSC,Intro to Canadian Literature ENG252H1-F-LEC0101,Kamboureli,Smaro,Fall,2018,3.8,4.1,3.9,3.9,3.9,3.6,3.8,3.1,3.5,90,33
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG482H1-F-LEC0101,Johnstone,Michael,Fall,2018,4.6,4.8,5,4.8,5,4.8,4.4,3,4.6,20,5
ENG-ARTSC,ARTSC,Science Fiction ENG237H1-F-LEC5101,Johnstone,Michael,Fall,2018,4,4.1,4.2,3.7,4,3.7,4.6,3.5,3.7,92,33
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG483H1-F-LEC0101,Morgenstern,Naomi,Fall,2018,4.9,4.9,4.9,4.8,4.9,4.9,4.9,3.1,4.8,19,12
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG481H1-F-LEC0201,Most,Andrea,Fall,2018,4.5,4.5,4.4,4.4,4.3,4.4,4.6,3.2,4.6,25,21
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG480H1-F-LEC0201,Mount,Nick,Fall,2018,4.8,4.8,4.8,4.4,4.6,4.8,4.8,3.2,4.5,20,12
ENG-ARTSC,ARTSC,Intro to Creative Writing ENG289H1-F-LEC0101,McGill,Robert,Fall,2018,4.5,4.5,4.7,4.3,4.4,4.5,4.8,3.4,4.6,71,33
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG483H1-F-LEC0301,Li,Hao,Fall,2018,4.8,4.8,4.8,4.5,4.5,4.8,4.8,2.8,4.5,18,12
ENG-ARTSC,ARTSC,Vict Realist Novels ENG325H1-F-LEC0101,Li,Hao,Fall,2018,4.4,4.5,4.4,4.5,4.6,4.4,4.4,3.6,4.3,40,23
ENG-ARTSC,ARTSC,The Graphic Novel ENG235H1-F-LEC5101,Lesk,Andrew,Fall,2018,3.5,3.7,3.6,3.2,3.5,3.4,3.8,2.7,3.5,105,31
ENG-ARTSC,ARTSC,The Short Story ENG213H1-F-LEC0101,Lesk,Andrew,Fall,2018,4.4,4.4,4.6,4,4.2,4.1,4.3,3.1,4.2,42,11
ENG-ARTSC,ARTSC,Topics in Pre-1800 British Lit ENG373H1-F-LEC0101,Hernandez,Alex,Fall,2018,4.7,4.8,4.8,4.6,4.7,4.7,4.8,3.2,4.5,39,20
ENG-ARTSC,ARTSC,Topics in Pre-1800 British Lit ENG373H1-F-LEC0201,Esonwanne,Uzoma,Fall,2018,3.9,3.8,3.7,3.3,3,3.3,3.1,3.3,3.2,20,9
ENG-ARTSC,ARTSC,Special Topics ENG378H1-F-LEC5101,Downes,Paul,Fall,2018,4.7,4.8,4.8,4.5,4.6,4.5,4.8,2.9,4.6,30,13
ENG-ARTSC,ARTSC,Hist of Eng Lang ENG385H1-S-LEC0101,Sergi,Matthew,Summer,2019,4.6,4.6,4.6,4.5,4.5,4.5,4.7,4.0,4.4,41,24
ENG-ARTSC,ARTSC,Post-Modern Drama ENG341H1-S-LEC0101,Sergi,Matthew,Summer,2019,4.5,4.7,5.0,4.7,4.6,4.6,5.0,3.3,4.7,32,11
ENG-ARTSC,ARTSC,Effective Writing ENG100H1-S-LEC5101,Shwetz,Katherine,Summer,2019,4.0,4.2,4.6,4.2,4.2,3.9,4.7,3.1,4.0,42,26
ENG-ARTSC,ARTSC,Topics in English Literature ENG296Y0-S-LEC3001,Downes,Paul,Summer,2019,3.7,4.0,3.4,3.4,3.9,3.3,3.7,3.7,3.9,28,8
ENG-ARTSC,ARTSC,Topics in English Literature ENG296Y0-S-LEC3001,Morgenstern,Naomi,Summer,2019,3.7,4.0,3.4,3.4,3.9,3.3,3.7,3.7,3.9,28,8
ENG-ARTSC,ARTSC,Intro to American Literature ENG250H1-F-LEC0101,Ackerman,Alan,Fall,2018,3.6,3.6,3.5,2.9,2.9,3,3.6,3.6,3,177,66
ENG-ARTSC,ARTSC,Children's Lit ENG234H1-F-LEC0101,Baker,Deirdre,Fall,2018,3.8,3.9,4,4,4.3,3.8,4.2,3.7,3.6,71,32
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG484H1-S-LEC5101,Fenwick,Gillian,Summer,2019,4.9,4.7,4.9,4.7,4.9,4.7,4.8,2.9,4.6,15,7
ENG-ARTSC,ARTSC,Intro to Canadian Literature ENG252H1-S-LEC0101,Brown,Russell,Summer,2019,4.3,4.4,4.4,4.1,4.2,4.2,4.3,3.6,4.2,32,15
ENG-ARTSC,ARTSC,Effective Writing ENG100H1-F-LEC2000,Valin,Joanne,Summer,2019,4.0,4.0,4.3,4.3,4.3,4.0,5.0,3.3,4.8,13,5
ENG-ARTSC,ARTSC,Narrative ENG110Y1-Y-LEC0101,Lesk,Andrew,Summer,2019,3.9,3.6,3.9,3.3,3.5,3.3,3.3,3.0,3.4,18,8
ENG-ARTSC,ARTSC,The Digital Text ENG287H1-S-LEC5101,Nokhrin,Illya,Summer,2019,3.8,4.1,4.4,3.7,3.8,3.8,4.4,2.9,3.9,39,19
ENG-ARTSC,ARTSC,Intro to American Literature ENG250H1-F-LEC5101,Holland,Caroline,Summer,2019,4.3,4.5,4.8,4.4,4.4,4.4,4.8,3.1,4.1,39,21
ENG-ARTSC,ARTSC,Drama 1660-1800 ENG337H1-F-LEC0101,Hernandez,Alex,Summer,2019,4.9,4.9,4.9,4.7,4.7,4.9,4.9,3.4,4.8,36,17
ENG-ARTSC,ARTSC,Intro to Canadian Literature ENG252H1-F-LEC0101,Brown,Russell,Summer,2019,4.0,4.8,3.8,4.0,4.2,3.4,3.8,3.2,3.4,29,5
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG481H1-F-LEC0101,Radovic,Stanka,Summer,2019,4.5,4.5,4.0,4.6,4.5,4.0,4.4,3.0,4.4,15,8
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG480H1-F-LEC0101,Mount,Nick,Summer,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.8,19,5
ENG-ARTSC,ARTSC,Austen & Contemp ENG323H1-F-LEC5101,Keymer,Thomas,Summer,2019,4.4,4.6,4.4,4.3,4.4,4.3,4.5,3.4,4.4,46,16
ENG-ARTSC,ARTSC,Intro to British Literature II ENG203H1-F-LEC0101,Johnstone,Michael,Summer,2019,4.6,4.4,4.9,4.1,3.9,3.8,4.9,3.4,4.0,32,7
ENG-ARTSC,ARTSC,Science Fiction ENG237H1-F-LEC0101,Johnstone,Michael,Summer,2019,4.3,4.4,4.0,3.9,3.9,4.0,4.2,3.3,4.1,51,10
ENG-ARTSC,ARTSC,Effective Writing ENG100H1-F-LEC5101,Johnston,Mitchell,Summer,2019,3.7,4.0,4.4,3.9,4.1,3.9,4.5,2.9,4.1,33,15
ENG-ARTSC,ARTSC,The Graphic Novel ENG235H1-F-LEC0101,Lesk,Andrew,Summer,2019,3.5,3.9,3.6,3.3,3.5,3.2,3.8,3.1,3.3,68,14
ENG-ARTSC,ARTSC,Intro to American Literature ENG250H1-S-LEC0101,Ackerman,Alan,Winter,2019,3.76,3.7,3.6,3.2,3.3,3.3,4,3.3,3.2,156,52
ENG-ARTSC,ARTSC,Chaucer ENG300Y1-Y-LEC0101,Balot,Carroll,Winter,2019,4.82,4.8,5,4.6,4.6,4.6,4.8,3.1,4.7,23,11
ENG-ARTSC,ARTSC,Medieval Lit ENG311H1-S-LEC0101,Balot,Carroll,Winter,2019,4.47,4.7,4.4,4.2,4.2,4.3,4.4,3.2,4.4,34,17
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG489H1-S-LEC0101,Bewell,Alan,Winter,2019,4.89,4.9,5,4.9,4.9,5,5,3,5,19,10
ENG-ARTSC,ARTSC,Romantic Literature ENG308Y1-Y-LEC0201,Bewell,Alan,Winter,2019,4.65,4.7,4.7,4.6,4.6,4.5,4.8,3.1,4.5,39,23
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG487H1-S-LEC0201,Clarke,George,Winter,2019,4.43,3.7,4.4,4,4,4.1,4.9,3.3,3.9,17,7
ENG-ARTSC,ARTSC,African Canadian Literature ENG356Y1-Y-LEC5101,Clarke,George,Winter,2019,3.91,3.9,3.6,3.6,3.8,3.6,4.3,3.5,3.6,32,12
ENG-ARTSC,ARTSC,Intro to British Literature II ENG203H1-S-LEC0201,Dickie,Simon,Winter,2019,3.94,3.9,3.9,3.5,3.5,3.5,4.3,3.2,3.6,62,18
ENG-ARTSC,ARTSC,The Rise of the Novel ENG322Y1-Y-LEC5101,Dickie,Simon,Winter,2019,3.64,4.1,3.5,3.8,4.1,3.3,3.8,4,3.4,55,24
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG489H1-S-LEC0201,Esonwanne,Uzoma,Winter,2019,4.33,4.8,4.3,4.2,4.3,4.3,4.5,3.3,4.2,15,6
ENG-ARTSC,ARTSC,The Short Story ENG213H1-S-LEC0101,Esonwanne,Uzoma,Winter,2019,4.1,3.9,3.8,3.3,3.4,3.5,4,2.8,3.5,31,10
ENG-ARTSC,ARTSC,Introduction to Shakespeare ENG220H1-S-LEC5101,Grav,Peter,Winter,2019,4,4.2,3.7,3.6,3.7,3.5,4.1,3.2,3.5,68,29
ENG-ARTSC,ARTSC,Modern Fiction ENG328Y1-Y-LEC0101,Hammond,Adam,Winter,2019,4.47,4.5,4.5,4.4,4.3,4.4,4.6,2.9,4.4,42,30
ENG-ARTSC,ARTSC,The Digital Text ENG287H1-S-LEC0101,Hammond,Adam,Winter,2019,4.3,4.4,4.5,4.3,4.3,4.2,4.7,2.7,4.3,149,84
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG488H1-S-LEC0101,Harvey,Elizabeth,Winter,2019,4.82,4.9,4.9,4.9,4.9,5,5,3.4,4.9,21,11
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG489H1-S-LEC0301,Henderson,Greig,Winter,2019,4.57,4.6,4.4,4.6,4.7,4.6,4.4,3,4.6,19,7
ENG-ARTSC,ARTSC,Crit Approach to Lit ENG280H1-S-LEC0101,Henderson,Greig,Winter,2019,4.19,4.3,4.1,4.3,4.4,4.1,4.2,2.8,4.2,34,17
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG486H1-S-LEC0101,Hernandez,Alex,Winter,2019,4.93,4.9,4.9,4.7,4.9,4.9,5,3.9,4.6,17,14
ENG-ARTSC,ARTSC,Drama 1660-1800 ENG337H1-S-LEC5101,Hernandez,Alex,Winter,2019,4.47,4.6,4.8,4.4,4.5,4.4,4.9,3.4,4.4,37,18
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG487H1-S-LEC0101,Jaffe,Audrey,Winter,2019,4.25,4,3.9,4.1,4,4,3.9,3.3,3.9,19,16
ENG-ARTSC,ARTSC,The Victorian Novel ENG324Y1-Y-LEC5101,Jaffe,Audrey,Winter,2019,4.25,4.3,4,4.1,4.1,4.1,4,3.2,4,35,12
ENG-ARTSC,ARTSC,Austen & Contemp ENG323H1-S-LEC0101,Johnstone,Michael,Winter,2019,3.85,4.3,4.1,3.8,4.2,3.9,4.1,4.1,3.5,40,20
ENG-ARTSC,ARTSC,Fantasy & Horror ENG239H1-S-LEC5101,Johnstone,Michael,Winter,2019,3.92,4,4.3,3.7,3.9,3.7,4.3,3.4,3.7,101,26
ENG-ARTSC,ARTSC,Intro to Canadian Literature ENG252H1-S-LEC0101,Kamboureli,Smaro,Winter,2019,3.59,3.7,3.5,3.8,3.8,3.3,3.6,3.1,3.4,96,40
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG486H1-S-LEC0201,Lesk,Andrew,Winter,2019,4,3.8,3.4,3.7,3.9,3.4,3.7,3,3.8,18,11
ENG-ARTSC,ARTSC,Effective Writing ENG100H1-S-LEC5101,Lesk,Andrew,Winter,2019,2.58,2.8,3.1,3,3,2.6,3.3,2.9,2.6,154,51
ENG-ARTSC,ARTSC,The Graphic Novel ENG235H1-S-LEC0101,Lesk,Andrew,Winter,2019,3.9,4,4.1,3.7,3.8,3.8,4.1,2.6,3.7,70,21
ENG-ARTSC,ARTSC,Topics in Pre-1800 British Lit ENG374H1-S-LEC0101,Magnusson,Lynne,Winter,2019,3.45,3.8,3.8,3.5,3.5,3.5,4.1,3.4,3.3,36,22
ENG-ARTSC,ARTSC,Creative Writing ENG389H1-S-LEC5101,McGill,Robert,Winter,2019,4.55,4.7,5,4.8,4.8,4.9,5,3.5,4.9,19,11
ENG-ARTSC,ARTSC,Topics in Theory  Language ENG377H1-S-LEC0101,Most,Andrea,Winter,2019,4.65,4.8,4.8,4.4,4.4,4.6,4.9,3.1,4.6,37,26
ENG-ARTSC,ARTSC,Literature for Our Time ENG140Y1-Y-LEC0101,Mount,Nick,Winter,2019,4.45,4.5,4.7,4.3,4.5,4.4,4.8,3.4,4.5,358,146
ENG-ARTSC,ARTSC,Advanced Studies Seminar ENG488H1-S-LEC0201,Murray,Nathan,Winter,2019,4.83,4.8,4.8,4.8,4.8,4.8,4.8,3.5,4.8,14,6
ENG-ARTSC,ARTSC,American Lit 1900 to present ENG364Y1-Y-LEC5101,Rayter,Scott,Winter,2019,4.28,4.3,4.2,4,4,3.9,4.4,3,3.8,72,37
ENG-ARTSC,ARTSC,Drama 1485-1603 ENG331H1-S-LEC0101,Sergi,Matthew,Winter,2019,4.73,4.9,4.9,4.7,4.7,4.7,4.9,3.3,4.7,42,26
ENG-ARTSC,ARTSC,Post-Modern Drama ENG341H1-S-LEC0101,Sheppard,Philippa,Winter,2019,4.71,4.9,4.9,4.5,4.5,4.8,4.9,3.1,4.8,38,18
ENG-ARTSC,ARTSC,Topics in Indigenous  Postco ENG372H1-S-LEC5101,Suzack,Cheryl,Winter,2019,3.9,3.8,3,3.3,3.5,2.9,3.3,3.8,2.8,34,20
ENG-ARTSC,ARTSC,Intro to British Literature II ENG203H1-S-LEC0101,Uphaus,Maxwell,Winter,2019,4.07,4.1,4.1,4.1,4.3,3.9,4.1,3.2,3.8,126,74
ENG-ARTSC,ARTSC,Advanced Research Seminar ENG499Y1-Y-LEC0101,Warley,Christopher,Winter,2019,5,5,4.9,4.9,5,4.9,5,3.5,4.8,12,8
ENG-ARTSC,ARTSC,Literary Traditions ENG150Y1-Y-LEC0101,Warley,Christopher,Winter,2019,4.63,4.6,4.6,4.2,4.3,4.4,4.8,3.4,4.4,147,65
ENG-ARTSC,ARTSC,Romantic Literature ENG308Y1-Y-LEC0101,Weisman,Karen,Winter,2019,4.24,4.6,4.3,4.2,4.4,4.1,4.5,3,4,40,17
ENVMT,ARTSC,Intro to Environment ENV100H1-F-LEC0101,Appolloni,Simon,Fall,2017,3.8,4,4.4,3.5,3.6,3.7,4.7,2.8,3.9,383,152
ENVMT,ARTSC,Multidiscpln Environ ENV221H1-F-LEC0101,Ing,Karen,Fall,2017,3.5,3.7,3.5,3.3,3.3,3.1,3.7,3.1,3.2,247,96
ENVMT,ARTSC,Multidiscpln Environ ENV221H1-F-LEC2001,Ing,Karen,Fall,2017,2.3,2.9,2.4,3,2.9,2.3,3.3,3.1,1.9,19,8
ENVMT,ARTSC,Environmental Skills ENV223H1-F-LEC0101,Morrison,Karen,Fall,2017,2,2.7,2.2,2.6,2.7,2,2.6,3.1,1.5,79,31
ENVMT,ARTSC,Science of Energy in Envirnmnt ENV262H1-F-LEC0101,Morris,Stephen,Fall,2017,3.6,4,3.9,3.5,3.8,3.2,4,2.6,3,45,15
ENVMT,ARTSC,Environmental Law ENV422H1-F-LEC5101,Muldoon,Paul,Fall,2017,4.4,4.1,3.7,3.6,3.5,3.6,4.2,3.6,3.4,25,11
ENVMT,ARTSC,Nationl Envtl Policy ENV320H1-F-LEC0101,Pond,David,Fall,2017,4.1,4.4,4.8,4.3,4.6,4.3,4.6,2.9,4.3,45,16
ENVMT,ARTSC,U of T Campus as a Living Lab ENV461H1-F-LEC0101,Robinson,John,Fall,2017,4.6,4.6,4.6,4.6,4.6,4.5,4.5,3.3,4.7,28,11
ENVMT,ARTSC,Lab and Field Methods ENV316H1-F-LEC0101,Rollinson,Njal,Fall,2017,4.4,4.5,4.8,4.4,4.4,4.5,4.9,3.9,4.3,22,20
ENVMT,ARTSC,Professional Expr ENV440H1-F-LEC5101,Sider,David,Fall,2017,3.2,3.4,3.6,3.3,3.4,3.4,3.7,3.4,3.7,49,24
ENVMT,ARTSC,Energy&Climate Pol ENV350H1-F-LEC2501,Stewart,Keith,Fall,2017,4,4.2,4.2,3.8,3.9,3.4,4.2,2.9,3.8,24,11
ENVMT,ARTSC,Energy&Climate Pol ENV350H1-F-LEC5101,Stewart,Keith,Fall,2017,4.3,4.2,3.9,4.3,4.1,4,4.2,3.3,4.1,60,21
ENVMT,ARTSC,Current Env Topics ENV451H1-F-LEC0101,Vogt,Erich,Fall,2017,3.5,3.6,3.3,3.2,3.3,3.1,3.8,3.1,3.4,54,18
ENVMT,ARTSC,Environment and Health ENV341H1-F-LEC0101,Wiseman,Clare,Fall,2017,3.5,3.7,3.1,3.5,3.5,3.1,3,3.1,3.1,80,29
ENVMT,ARTSC,Lab and Field Methods ENV316H1-F-LEC0101,Wunch,Debra,Fall,2017,4.4,4.5,4.8,4.4,4.4,4.5,4.8,3.9,4.3,22,20
ENVMT,ARTSC,Environmental Change ENV200H1-S-LEC0101,Ing,Karen,Winter,2018,3.1,3.4,3.3,3.5,3.4,3.1,3.3,2.8,3.2,407,116
ENVMT,ARTSC,Interdiscipln Environ ENV222H1-S-LEC0101,Hervas,Anastasia,Winter,2018,2.6,2.8,2.5,2.7,2.9,2.3,2.6,2.7,2.4,294,112
ENVMT,ARTSC,Urban Sustainability ENV307H1-S-LEC0101,Sider,David,Winter,2018,3.9,4.2,4.2,4.3,4.4,3.9,4,3.1,4.1,63,23
ENVMT,ARTSC,Intrnatnl Env Policy ENV322H1-S-LEC0101,Vogt,Erich,Winter,2018,3.1,3.1,3.6,3.2,3.4,2.9,3.8,3.4,2.9,40,14
ENVMT,ARTSC,Ontario Envtl Policy ENV323H1-S-LEC0101,Houldin,Russell,Winter,2018,3.8,4.1,4.1,4.2,3.9,3.9,3.8,3.4,4,42,17
ENVMT,ARTSC,Environmental Design ENV335H1-S-LEC0101,Waite-Chuah,Sheila,Winter,2018,3.7,4,3.6,3.6,3.7,3.6,3.9,2.7,3.9,85,24
ENVMT,ARTSC,Human Interactn with the Envir ENV337H1-S-LEC0101,Avendano,Carlos,Winter,2018,4.1,4,4.7,4.2,4.2,4.3,4.8,3.6,4,38,20
ENVMT,ARTSC,Social Media and Environment ENV361H1-S-LEC0101,Easterbrook,Stephen,Winter,2018,4.6,4.6,4.7,4.2,4.2,4.5,4.8,3,4.5,55,21
ENVMT,ARTSC,Energy & Envirnmnt Transitions ENV362H1-S-LEC0101,Akrigg,Benjamin,Winter,2018,3.9,3.8,4,4.1,4.2,3.7,4.2,3.2,3.5,32,13
ENVMT,ARTSC,Energy & Envt: Econ Pol Sust ENV462H1-S-LEC0101,Yatchew,Adonis,Winter,2018,2.8,3.2,3,3.4,3.4,2.8,3.4,2.8,2.6,13,5
ENVMT,ARTSC,Sp Topics Field Crs ENV395Y0-F-LEC3001,Havelka,Monika,Summer,2018,5,5,5,4.9,4.9,5,5,3,5,25,13
ENVMT,ARTSC,Sp Topics Field Crs ENV395Y0-F-LEC3001,Murck,Barbara,Summer,2018,5,5,5,4.9,4.9,5,5,3,5,25,13
ENVMT,ARTSC,Environmental Change ENV200H1-F-LEC0101,Verma,Romila,Summer,2018,3.8,4.2,4.2,3.8,3.9,3.8,4.4,2.8,4,174,47
ENVMT,ARTSC,Multidiscpln Environ ENV221H1-S-LEC0101,Pond,David,Summer,2018,4.4,4.4,4.4,4.1,4.2,4.3,4.5,3.2,4.3,52,14
ENVMT,ARTSC,Sp Topics Field Crs ENV395Y0-F-LEC3001,Havelka,Monika,Summer,2017,4.1,4.4,4.3,4.3,3.9,4,4.5,3.5,3.6,25,8
ENVMT,ARTSC,Sp Topics Field Crs ENV395Y0-F-LEC3001,Murck,Barbara,Summer,2017,4.1,4.4,4.4,4.3,3.9,4,4.5,3.5,3.6,25,8
ENVMT,ARTSC,Intro to Environment ENV100H1-F-LEC0101,Scharper,Stephen,Summer,2017,3.9,4,3.8,3.5,3.6,3.7,4.1,2.9,3.6,74,22
ENVMT,ARTSC,Environmental Change ENV200H1-F-LEC0101,Verma,Romila,Summer,2017,3.9,4.1,4.3,4,4,4,4.4,2.9,3.9,135,51
ENVMT,ARTSC,Multidiscpln Environ ENV221H1-S-LEC0101,Pond,David,Summer,2017,4.2,4.4,4.2,3.8,3.9,3.8,4.2,3,3.9,51,17
ENVMT,ARTSC,Environmental Change ENV200H1-S-LEC0101,Ing,Karen,Winter,2017,3.57,3.8,3.68,3.57,3.61,3.44,3.74,2.96,3.48,439,122
ENVMT,ARTSC,Interdiscipln Environ ENV222H1-S-LEC0101,Macdonald,Douglas,Winter,2017,3.5,3.6,3.5,3.6,3.5,3.3,3.5,3.3,3.3,296,85
ENVMT,ARTSC,Environmental Design ENV335H1-S-LEC0101,Waite-Chuah,Sheila,Winter,2017,3.9,4.5,4.1,4.5,4.3,3.8,3.9,2.9,4,87,24
ENVMT,ARTSC,Special Topics in ENV ENV381H1-S-LEC0101,Diamond,Miriam,Winter,2017,3.9,3.9,3.7,3.9,3.7,3.7,3.7,3.2,3.9,55,17
ENVMT,ARTSC,Special Topics in ENV ENV381H1-S-LEC0101,Easterbrook,Stephen,Winter,2017,3.9,3.9,4.4,3.9,3.7,3.7,4.5,3.2,3.9,55,17
ENVMT,ARTSC,Special Topics in ENV ENV382H1-S-LEC0101,Akrigg,Benjamin,Winter,2017,3.8,3.4,3,3.1,3.6,3.4,2.8,3.1,3,41,8
ENVMT,ARTSC,Special Topics in ENV ENV382H1-S-LEC0101,Morris,Stephen,Winter,2017,3.8,3.4,4,3.1,3.6,3.4,3.8,3.1,3,41,8
ENVMT,ARTSC,Special Topics in ENV ENV382H1-S-LEC0101,Yatchew,Adonis,Winter,2017,3.8,3.4,3.9,3.1,3.6,3.4,4.1,3.1,3,41,8
ENVMT,ARTSC,Env Research ENV421H1-Y-LEC0101,Macdonald,Douglas,Winter,2017,4.2,4.4,4.2,4.4,4.4,4.7,3.8,3.4,4,18,5
ENVMT,ARTSC,Urban Sustainability ENV307H1-S-LEC0101,Sider,David,Winter,2017,3.9,4.3,4.1,4.3,4.2,4.1,4,3.1,4,82,36
ENVMT,ARTSC,Intrnatnl Env Policy ENV322H1-S-LEC0101,Neville,Kathryn,Winter,2017,4,4,4.5,4,4.1,3.8,4.5,3.5,3.7,43,26
ENVMT,ARTSC,Ontario Envtl Policy ENV323H1-S-LEC0101,Houldin,Russell,Winter,2017,3.2,3,3.4,3.5,3.4,2.9,3.6,3,3.2,51,27
